application_id,age,annual_income,employment_length,loan_amount,loan_purpose,interest_rate,dti_ratio,num_open_accounts,num_past_delinquencies,home_ownership,credit_score,months_since_last_delinq,default
35323,46,41971.0,1.6,9175.0,debt_consolidation,10.37,0.324,11,0,rent,683.0,,0
35324,31,65726.0,1.4,24532.0,medical,15.53,0.41,8,0,mortgage,614.0,,1
35325,50,55523.0,3.8,63865.0,debt_consolidation,11.82,0.491,1,0,mortgage,697.0,,0
35326,27,62902.0,,13145.0,medical,11.17,0.329,8,0,mortgage,738.0,,1
35327,54,158844.0,15.4,24037.0,medical,5.84,0.259,6,0,mortgage,755.0,,0
35328,57,86378.0,1.7,12745.0,other,8.33,0.311,9,0,rent,746.0,,0
35329,36,50656.0,4.7,15315.0,other,11.56,0.35,5,1,rent,664.0,43.0,0
35330,31,34288.0,0.4,10938.0,debt_consolidation,12.35,0.336,8,1,mortgage,707.0,60.0,0
35331,60,115827.0,10.2,22426.0,medical,8.99,0.187,6,0,mortgage,704.0,,0
35332,32,51911.0,14.0,5044.0,other,7.5,0.203,4,0,mortgage,730.0,,0
35333,29,44253.0,13.4,3430.0,medical,8.36,0.277,6,0,mortgage,680.0,,0
35334,38,75654.0,7.1,14065.0,car,9.52,0.368,1,0,mortgage,774.0,,0
35335,69,100072.0,8.1,30918.0,debt_consolidation,7.48,0.213,4,1,mortgage,805.0,54.0,0
35336,44,57724.0,1.5,24895.0,medical,8.39,0.22,5,0,rent,740.0,,0
35337,34,42169.0,8.7,23724.0,debt_consolidation,10.61,0.398,6,0,rent,624.0,,0
35338,46,127467.0,0.3,51416.0,car,9.42,0.367,8,1,rent,746.0,18.0,0
35339,38,89744.0,3.6,39169.0,medical,10.91,0.332,7,0,rent,705.0,,0
35340,54,111850.0,2.8,14069.0,debt_consolidation,12.17,0.388,4,0,rent,623.0,,0
35341,42,57414.0,2.2,12364.0,car,9.86,0.266,6,2,own,662.0,50.0,0
35342,50,48391.0,0.8,5670.0,car,7.58,0.219,4,0,own,751.0,,0
35343,42,53047.0,8.6,16543.0,other,10.07,0.297,3,0,own,693.0,,0
35344,45,34506.0,,45006.0,other,6.87,0.285,5,0,mortgage,736.0,,0
35345,43,58305.0,1.2,32378.0,other,8.5,0.281,6,0,rent,707.0,,0
35346,40,49220.0,2.4,35544.0,debt_consolidation,12.79,0.385,9,1,rent,639.0,63.0,0
35347,69,74468.0,13.6,16712.0,other,8.47,0.195,9,0,rent,722.0,,0
35348,34,65984.0,1.1,12560.0,medical,9.98,0.288,12,1,rent,697.0,1.0,0
35349,61,77337.0,,20821.0,medical,11.42,0.408,9,0,rent,659.0,,0
35350,56,55671.0,1.8,26647.0,car,11.35,0.07,9,0,rent,655.0,,0
35351,47,40549.0,22.1,14916.0,medical,13.39,0.319,8,0,mortgage,666.0,,0
35352,36,34105.0,1.1,25099.0,medical,10.0,0.246,8,0,rent,740.0,,1
35353,45,74790.0,1.9,11767.0,other,5.0,0.192,8,0,mortgage,808.0,,0
35354,63,79670.0,5.0,17173.0,debt_consolidation,7.17,0.274,3,0,mortgage,734.0,,0
35355,30,33731.0,0.5,11659.0,debt_consolidation,6.5,0.214,4,0,mortgage,765.0,,0
35356,50,133563.0,4.5,17474.0,debt_consolidation,11.39,0.287,6,0,rent,666.0,,0
35357,59,107047.0,12.3,19138.0,debt_consolidation,10.23,0.361,4,0,rent,685.0,,0
35358,52,44843.0,10.5,16264.0,car,9.05,0.42,8,0,rent,791.0,,0
35359,28,70306.0,1.5,10123.0,debt_consolidation,9.18,0.332,5,0,rent,719.0,,0
35360,46,64743.0,4.8,7034.0,medical,8.85,0.144,2,1,mortgage,703.0,18.0,0
35361,30,71055.0,16.8,51753.0,debt_consolidation,10.47,0.451,7,0,mortgage,735.0,,0
35362,67,82547.0,10.0,25045.0,debt_consolidation,16.83,0.44,3,1,own,591.0,42.0,1
35363,38,89266.0,26.0,14534.0,other,9.62,0.148,8,0,own,684.0,,0
35364,42,131177.0,3.0,29826.0,debt_consolidation,10.15,0.494,7,0,rent,751.0,,0
35365,63,85766.0,5.6,16730.0,car,10.02,0.24,5,0,rent,742.0,,0
35366,42,85691.0,4.7,37986.0,debt_consolidation,9.07,0.213,4,0,mortgage,729.0,,0
35367,30,121999.0,1.6,11127.0,debt_consolidation,8.33,0.223,7,0,mortgage,752.0,,0
35368,65,59412.0,0.7,8521.0,other,9.46,0.248,6,2,mortgage,688.0,29.0,0
35369,53,46899.0,2.5,7982.0,other,7.16,0.091,8,0,rent,695.0,,0
35370,51,95597.0,7.4,13279.0,medical,6.31,0.213,5,0,mortgage,772.0,,0
35371,24,35156.0,8.1,4804.0,debt_consolidation,11.13,0.5,2,1,rent,645.0,44.0,0
35372,43,47125.0,2.2,15037.0,car,10.05,0.373,5,0,own,730.0,,0
35373,43,133416.0,2.3,9979.0,car,8.86,0.245,3,0,rent,675.0,,0
35374,34,30000.0,4.0,12579.0,medical,7.79,0.353,8,0,mortgage,769.0,,0
35375,49,80144.0,,22375.0,debt_consolidation,9.83,0.203,6,0,rent,746.0,,0
35376,33,33541.0,3.0,22682.0,car,10.3,0.408,6,0,mortgage,714.0,,0
35377,44,81962.0,1.3,6017.0,medical,12.65,0.622,8,0,mortgage,723.0,,0
35378,61,169345.0,6.4,29666.0,medical,6.74,0.357,6,0,rent,696.0,,0
35379,57,46159.0,4.8,10605.0,other,8.47,0.104,6,0,mortgage,714.0,,0
35380,34,30000.0,4.7,4506.0,other,9.54,0.276,7,2,own,711.0,33.0,0
35381,31,74514.0,0.8,4369.0,debt_consolidation,8.0,0.313,6,1,rent,707.0,34.0,0
35382,21,45143.0,1.5,29775.0,other,8.41,0.086,4,0,rent,712.0,,0
35383,38,60736.0,4.3,20290.0,car,11.1,0.517,5,0,own,681.0,,0
35384,21,70553.0,4.8,30529.0,other,9.81,0.342,9,1,rent,675.0,60.0,0
35385,27,79913.0,,59820.0,debt_consolidation,6.83,0.065,6,1,rent,742.0,8.0,0
35386,69,99791.0,1.9,13002.0,debt_consolidation,10.32,0.276,7,0,rent,669.0,,0
35387,63,74042.0,6.5,35688.0,car,9.0,0.322,4,1,mortgage,714.0,84.0,0
35388,48,84645.0,0.5,10501.0,medical,10.87,0.185,4,3,rent,733.0,1.0,1
35389,59,67562.0,8.2,11487.0,car,11.59,0.401,4,2,rent,695.0,30.0,0
35390,45,59071.0,1.4,27462.0,other,11.24,0.409,11,1,mortgage,724.0,4.0,0
35391,51,70136.0,0.9,7234.0,medical,12.91,0.725,3,0,rent,690.0,,0
35392,66,98596.0,5.2,5728.0,debt_consolidation,7.43,0.115,5,0,mortgage,733.0,,0
35393,24,45555.0,,7402.0,medical,9.21,0.424,5,0,own,798.0,,0
35394,38,72678.0,16.9,9240.0,other,11.9,0.419,8,1,mortgage,700.0,2.0,0
35395,26,50161.0,1.8,8326.0,debt_consolidation,7.56,0.18,7,1,rent,729.0,6.0,0
35396,60,53055.0,8.9,10559.0,medical,9.29,0.144,8,0,mortgage,728.0,,0
35397,62,119740.0,18.4,28725.0,debt_consolidation,11.53,0.512,8,0,rent,670.0,,0
35398,57,86040.0,2.6,20688.0,medical,6.57,0.143,7,0,own,764.0,,0
35399,51,83840.0,9.3,12695.0,debt_consolidation,9.17,0.19,4,0,own,701.0,,0
35400,44,44527.0,1.3,21915.0,medical,8.08,0.232,11,0,mortgage,724.0,,0
35401,22,53907.0,5.2,44166.0,car,8.88,0.432,6,1,own,708.0,7.0,0
35402,59,96348.0,8.2,21677.0,debt_consolidation,10.73,0.205,3,0,rent,697.0,,0
35403,65,89480.0,7.2,29111.0,other,9.87,0.227,4,1,mortgage,733.0,20.0,0
35404,69,244547.0,1.6,13873.0,other,7.38,0.199,6,0,own,759.0,,0
35405,38,72844.0,1.7,25104.0,other,10.24,0.489,3,1,rent,732.0,23.0,0
35406,31,47053.0,,27993.0,medical,5.0,0.092,2,0,rent,791.0,,0
35407,53,58678.0,2.4,4407.0,car,17.48,0.424,8,1,mortgage,633.0,54.0,1
35408,21,40724.0,11.8,69652.0,medical,15.07,0.586,6,0,rent,672.0,,1
35409,24,45569.0,8.1,12339.0,other,12.27,0.598,9,1,mortgage,640.0,5.0,0
35410,62,78027.0,5.1,11605.0,debt_consolidation,6.61,0.173,5,0,mortgage,721.0,,0
35411,68,62301.0,2.0,15449.0,car,8.12,0.164,5,2,rent,,11.0,0
35412,41,122341.0,,49798.0,medical,10.36,0.194,6,1,rent,659.0,10.0,0
35413,46,102356.0,,5567.0,other,7.09,0.083,10,0,rent,,,0
35414,48,102639.0,15.2,25180.0,other,6.68,0.269,10,0,rent,757.0,,0
35415,27,55383.0,7.3,13572.0,debt_consolidation,8.83,0.203,2,0,own,682.0,,0
35416,32,96291.0,0.4,23842.0,debt_consolidation,10.5,0.257,4,1,own,674.0,60.0,0
35417,35,102854.0,2.1,11103.0,debt_consolidation,10.08,0.115,5,0,rent,702.0,,0
35418,63,153718.0,5.3,14999.0,debt_consolidation,6.59,0.372,10,0,mortgage,799.0,,0
35419,42,52847.0,0.7,10792.0,debt_consolidation,9.32,0.41,9,0,rent,758.0,,0
35420,57,73188.0,0.3,17723.0,car,9.73,0.246,6,2,mortgage,678.0,6.0,0
35421,30,45013.0,,10408.0,debt_consolidation,7.17,0.158,6,0,mortgage,740.0,,0
35422,68,251727.0,10.8,17227.0,debt_consolidation,8.9,0.046,7,1,rent,,45.0,0
35423,65,69109.0,4.5,21034.0,car,6.65,0.187,2,0,rent,,,0
35424,44,120981.0,13.9,59353.0,debt_consolidation,9.14,0.234,6,0,rent,721.0,,0
35425,32,68486.0,0.3,18237.0,debt_consolidation,8.25,0.346,1,0,rent,750.0,,0
35426,69,114558.0,,11953.0,medical,11.89,0.392,9,0,rent,,,0
35427,61,73762.0,1.7,10774.0,debt_consolidation,8.33,0.158,5,0,rent,737.0,,0
35428,46,104317.0,5.7,9691.0,medical,9.32,0.273,6,2,rent,707.0,25.0,0
35429,34,73090.0,6.4,11873.0,debt_consolidation,10.13,0.323,8,0,own,707.0,,0
35430,52,152957.0,1.7,10616.0,debt_consolidation,8.94,0.39,6,0,rent,743.0,,0
35431,39,76141.0,2.5,34091.0,debt_consolidation,11.44,0.384,8,0,rent,731.0,,0
35432,54,51821.0,3.0,16401.0,medical,11.26,0.384,7,1,rent,722.0,17.0,0
35433,62,94192.0,1.6,13769.0,debt_consolidation,8.65,0.237,7,2,rent,721.0,4.0,0
35434,45,68782.0,0.5,18006.0,car,7.72,0.173,8,0,rent,718.0,,0
35435,23,38869.0,6.6,31112.0,car,8.67,0.434,6,0,own,784.0,,0
35436,49,82946.0,1.4,9540.0,debt_consolidation,11.77,0.456,7,0,rent,672.0,,0
35437,63,56794.0,1.3,15037.0,debt_consolidation,11.07,0.125,8,1,mortgage,661.0,89.0,0
35438,32,57401.0,3.4,46955.0,other,12.35,0.52,4,0,mortgage,667.0,,0
35439,68,78191.0,1.8,7872.0,other,16.02,0.382,8,0,rent,693.0,,1
35440,39,30000.0,4.1,9923.0,debt_consolidation,7.93,0.46,5,0,mortgage,765.0,,0
35441,55,59370.0,0.3,24134.0,medical,16.73,0.616,4,0,rent,628.0,,1
35442,56,109791.0,4.9,11969.0,car,5.34,0.242,6,0,rent,786.0,,0
35443,30,57877.0,0.6,12302.0,medical,9.27,0.268,3,0,own,743.0,,0
35444,22,30000.0,12.5,18690.0,medical,6.62,0.207,3,1,own,750.0,15.0,0
35445,68,73989.0,0.0,9462.0,medical,9.51,0.3,8,0,mortgage,671.0,,0
35446,56,90035.0,1.4,22999.0,car,10.46,0.364,4,0,rent,685.0,,0
35447,52,62104.0,6.4,61320.0,debt_consolidation,12.52,0.377,4,2,rent,661.0,3.0,0
35448,36,57914.0,0.1,6991.0,medical,9.87,0.472,8,1,mortgage,683.0,2.0,0
35449,26,50449.0,,8594.0,debt_consolidation,11.16,0.285,9,0,rent,723.0,,0
35450,34,85339.0,6.4,52837.0,car,9.28,0.332,8,0,mortgage,748.0,,0
35451,48,48060.0,,10981.0,car,9.15,0.374,3,0,own,699.0,,0
35452,55,92177.0,,14623.0,car,6.1,0.222,2,0,own,743.0,,0
35453,36,57850.0,7.8,6740.0,medical,5.18,0.312,4,0,mortgage,795.0,,0
35454,31,111545.0,7.4,40504.0,medical,11.02,0.32,4,0,mortgage,711.0,,0
35455,33,51593.0,0.0,25603.0,debt_consolidation,14.94,0.47,8,0,mortgage,644.0,,0
35456,69,46782.0,,18931.0,debt_consolidation,9.9,0.196,4,0,mortgage,690.0,,0
35457,52,93813.0,10.9,16067.0,car,11.44,0.286,2,0,rent,655.0,,0
35458,70,96711.0,2.1,11520.0,other,10.35,0.341,6,2,rent,697.0,34.0,0
35459,21,72067.0,1.2,14360.0,debt_consolidation,8.28,0.306,7,0,rent,731.0,,0
35460,43,99201.0,1.9,23113.0,other,8.72,0.272,5,1,own,683.0,67.0,0
35461,43,43181.0,5.7,8592.0,debt_consolidation,11.41,0.198,6,0,own,,,0
35462,41,47031.0,1.3,41351.0,other,6.73,0.267,4,0,mortgage,749.0,,0
35463,40,120791.0,1.6,40064.0,debt_consolidation,9.73,0.304,8,0,own,,,0
35464,24,74148.0,1.0,27032.0,car,8.05,0.207,7,0,mortgage,765.0,,0
35465,22,49067.0,0.6,21522.0,debt_consolidation,12.58,0.509,3,0,mortgage,699.0,,0
35466,59,33248.0,0.4,28087.0,car,11.27,0.508,2,0,own,695.0,,0
35467,43,38719.0,8.1,49245.0,car,11.9,0.532,9,0,mortgage,672.0,,0
35468,29,40783.0,5.9,11100.0,debt_consolidation,10.14,0.453,11,0,mortgage,706.0,,0
35469,38,51255.0,5.9,29497.0,other,8.02,0.33,5,1,mortgage,742.0,12.0,0
35470,67,87658.0,1.1,6955.0,other,9.52,0.129,10,0,rent,687.0,,0
35471,44,36851.0,22.3,19139.0,medical,8.04,0.309,6,0,mortgage,722.0,,0
35472,70,61097.0,5.1,19334.0,debt_consolidation,9.92,0.249,4,0,rent,674.0,,0
35473,29,35537.0,1.1,24197.0,debt_consolidation,9.23,0.392,4,0,mortgage,702.0,,0
35474,27,51316.0,0.5,7726.0,other,7.29,0.155,8,1,mortgage,766.0,7.0,0
35475,49,204513.0,6.2,13842.0,debt_consolidation,8.46,0.227,10,1,mortgage,745.0,32.0,0
35476,55,123108.0,1.9,21175.0,medical,12.08,0.396,7,1,rent,703.0,1.0,1
35477,70,100291.0,1.1,21350.0,car,8.84,0.235,9,0,rent,722.0,,0
35478,44,53866.0,12.8,16394.0,medical,5.07,0.151,5,0,rent,778.0,,0
35479,31,39091.0,0.6,19628.0,other,11.37,0.335,11,1,mortgage,691.0,16.0,0
35480,48,66912.0,0.3,17282.0,other,9.84,0.397,9,1,mortgage,670.0,46.0,0
35481,36,32439.0,3.8,10597.0,debt_consolidation,9.88,0.472,7,0,rent,695.0,,0
35482,29,83997.0,0.9,14733.0,debt_consolidation,9.16,0.242,8,0,rent,703.0,,0
35483,25,56079.0,3.3,7095.0,other,10.42,0.29,7,1,mortgage,675.0,29.0,0
35484,57,71910.0,10.2,14092.0,medical,15.31,0.372,6,2,mortgage,626.0,13.0,0
35485,53,33750.0,1.7,12912.0,other,8.09,0.453,5,0,rent,767.0,,0
35486,29,64171.0,9.9,9533.0,debt_consolidation,9.18,0.342,9,2,rent,660.0,10.0,0
35487,48,62478.0,14.3,15396.0,debt_consolidation,5.0,0.068,9,0,own,812.0,,0
35488,65,49207.0,7.5,12792.0,medical,6.87,0.13,5,2,mortgage,718.0,2.0,0
35489,61,82135.0,4.4,31227.0,debt_consolidation,11.56,0.394,10,0,own,718.0,,0
35490,43,56651.0,0.5,33307.0,debt_consolidation,10.79,0.434,6,1,mortgage,,18.0,0
35491,23,69185.0,6.6,4032.0,debt_consolidation,9.71,0.293,5,1,rent,748.0,120.0,0
35492,52,93791.0,29.4,13596.0,medical,11.73,0.358,7,0,mortgage,694.0,,0
35493,46,42260.0,5.2,15244.0,other,7.37,0.204,6,0,own,786.0,,0
35494,67,80168.0,8.7,17096.0,other,12.48,0.478,5,0,rent,752.0,,1
35495,48,72389.0,0.1,14818.0,debt_consolidation,5.44,0.07,7,0,mortgage,808.0,,0
35496,57,127417.0,3.3,11127.0,debt_consolidation,10.6,0.375,6,0,rent,681.0,,0
35497,47,101054.0,1.5,27094.0,debt_consolidation,8.71,0.321,4,1,rent,771.0,14.0,0
35498,48,59480.0,6.3,22488.0,debt_consolidation,10.05,0.32,5,0,mortgage,727.0,,0
35499,36,53885.0,12.1,36293.0,other,9.89,0.36,2,0,own,673.0,,0
35500,41,71730.0,3.1,11515.0,car,12.55,0.346,4,0,mortgage,665.0,,0
35501,35,39145.0,2.3,7315.0,car,9.08,0.32,2,0,rent,687.0,,0
35502,44,43965.0,5.3,31186.0,debt_consolidation,6.08,0.488,6,0,rent,835.0,,0
35503,68,62185.0,4.2,18912.0,debt_consolidation,8.59,0.251,5,0,mortgage,792.0,,0
35504,38,30000.0,9.5,11143.0,medical,8.24,0.389,8,1,own,716.0,78.0,0
35505,44,43649.0,5.5,11202.0,debt_consolidation,12.76,0.349,5,1,mortgage,662.0,26.0,0
35506,68,66099.0,2.8,6894.0,debt_consolidation,7.5,0.114,11,0,rent,736.0,,0
35507,28,215634.0,0.0,14375.0,other,9.88,0.2,5,0,mortgage,701.0,,0
35508,33,48034.0,3.2,13337.0,medical,11.11,0.438,7,0,rent,714.0,,0
35509,45,92192.0,1.3,5396.0,debt_consolidation,10.47,0.364,9,0,mortgage,710.0,,0
35510,41,61340.0,0.2,6797.0,car,5.0,0.16,6,0,rent,827.0,,0
35511,38,80427.0,0.3,14230.0,debt_consolidation,12.23,0.304,4,0,rent,650.0,,0
35512,59,45173.0,3.4,24310.0,car,6.27,0.263,10,0,mortgage,725.0,,0
35513,45,34166.0,12.0,5274.0,debt_consolidation,12.84,0.395,5,0,rent,,,0
35514,39,123299.0,0.0,11081.0,debt_consolidation,7.51,0.374,8,0,mortgage,765.0,,0
35515,44,37449.0,8.2,21595.0,debt_consolidation,8.87,0.146,7,0,own,755.0,,0
35516,65,147549.0,32.3,45532.0,other,12.38,0.36,7,1,rent,695.0,1.0,0
35517,70,65564.0,7.3,16219.0,other,11.49,0.274,9,0,mortgage,723.0,,0
35518,33,44238.0,,13351.0,debt_consolidation,10.36,0.326,7,0,rent,688.0,,0
35519,23,48028.0,1.9,24656.0,car,16.18,0.496,7,2,own,599.0,14.0,0
35520,22,123867.0,0.2,13114.0,car,9.57,0.317,5,2,rent,681.0,3.0,0
35521,43,49497.0,0.3,6316.0,car,9.99,0.22,9,0,own,694.0,,0
35522,52,59793.0,3.7,13553.0,other,9.05,0.34,4,0,own,,,0
35523,23,93975.0,10.2,26613.0,debt_consolidation,11.4,0.453,4,0,mortgage,663.0,,0
35524,46,85216.0,2.6,28938.0,debt_consolidation,9.01,0.324,8,0,own,738.0,,0
35525,40,169876.0,2.0,9884.0,debt_consolidation,6.45,0.216,4,0,own,749.0,,0
35526,67,129071.0,3.4,4246.0,debt_consolidation,8.64,0.288,5,0,rent,758.0,,0
35527,51,51647.0,4.4,13902.0,debt_consolidation,8.34,0.107,6,1,rent,783.0,32.0,0
35528,42,121155.0,1.8,20059.0,debt_consolidation,11.99,0.312,7,0,rent,721.0,,0
35529,50,30000.0,2.4,30043.0,medical,14.66,0.378,7,0,mortgage,640.0,,0
35530,27,87726.0,,46407.0,other,9.87,0.301,7,0,mortgage,663.0,,0
35531,44,50750.0,9.2,45130.0,other,15.86,0.321,8,0,rent,608.0,,1
35532,37,85793.0,7.6,16678.0,debt_consolidation,7.78,0.17,7,0,rent,711.0,,0
35533,30,152692.0,0.5,19999.0,debt_consolidation,11.4,0.398,10,0,mortgage,713.0,,0
35534,40,31454.0,3.8,7452.0,debt_consolidation,7.67,0.207,7,1,own,728.0,2.0,0
35535,52,107570.0,1.7,32553.0,car,11.88,0.371,5,1,rent,709.0,11.0,0
35536,50,102588.0,3.4,35667.0,debt_consolidation,7.46,0.468,5,1,rent,688.0,8.0,0
35537,69,103798.0,1.3,5294.0,debt_consolidation,5.0,0.01,6,1,rent,782.0,30.0,0
35538,34,41524.0,1.2,20699.0,debt_consolidation,11.25,0.285,3,0,rent,710.0,,0
35539,55,69243.0,0.6,19575.0,debt_consolidation,8.08,0.453,7,0,own,689.0,,0
35540,48,45106.0,2.7,37682.0,debt_consolidation,7.14,0.407,6,1,rent,,20.0,0
35541,64,91402.0,12.8,18911.0,car,13.16,0.335,2,1,mortgage,629.0,8.0,0
35542,66,42280.0,11.4,18629.0,car,13.52,0.493,2,0,own,660.0,,1
35543,56,59507.0,14.1,22587.0,car,11.6,0.255,8,0,mortgage,661.0,,0
35544,42,89520.0,6.0,12299.0,other,7.69,0.351,4,0,mortgage,681.0,,0
35545,47,49773.0,2.2,8617.0,other,10.12,0.26,9,0,rent,739.0,,0
35546,53,59713.0,2.5,14159.0,debt_consolidation,8.1,0.283,3,1,mortgage,743.0,29.0,0
35547,61,49374.0,1.5,12097.0,debt_consolidation,6.24,0.034,9,1,rent,815.0,71.0,0
35548,32,71641.0,8.7,16450.0,debt_consolidation,10.2,0.196,5,0,mortgage,697.0,,0
35549,64,70798.0,19.2,92539.0,car,10.22,0.337,6,0,mortgage,680.0,,0
35550,61,53392.0,11.5,23641.0,debt_consolidation,9.88,0.375,2,0,rent,718.0,,0
35551,25,46162.0,3.5,10257.0,other,11.26,0.475,7,0,own,682.0,,0
35552,34,69303.0,4.5,11176.0,other,7.36,0.355,13,0,own,795.0,,0
35553,32,39645.0,23.5,36828.0,other,10.97,0.417,3,0,own,694.0,,0
35554,49,68553.0,5.9,15751.0,medical,13.43,0.47,7,2,rent,699.0,98.0,1
35555,31,64422.0,5.1,29340.0,medical,17.5,0.535,4,1,own,659.0,80.0,1
35556,36,70013.0,1.1,8156.0,other,6.09,0.197,4,0,rent,745.0,,0
35557,30,49710.0,,13868.0,car,9.07,0.364,4,0,own,715.0,,0
35558,24,80028.0,8.1,13643.0,debt_consolidation,9.25,0.269,7,0,rent,772.0,,0
35559,43,104476.0,0.4,28735.0,debt_consolidation,8.04,0.275,6,0,rent,677.0,,0
35560,36,87332.0,,18694.0,other,12.09,0.339,8,1,rent,683.0,24.0,0
35561,46,75673.0,2.9,21167.0,other,10.4,0.394,7,0,rent,727.0,,0
35562,31,33402.0,6.8,24612.0,debt_consolidation,14.04,0.655,5,0,rent,702.0,,1
35563,35,137953.0,3.6,15547.0,medical,12.55,0.429,4,0,rent,698.0,,1
35564,65,77703.0,0.9,23569.0,other,8.29,0.267,6,1,rent,761.0,23.0,0
35565,61,85428.0,0.5,15599.0,debt_consolidation,10.25,0.269,7,1,rent,696.0,5.0,0
35566,34,46997.0,,39379.0,car,11.12,0.417,8,0,mortgage,667.0,,0
35567,29,56967.0,,10913.0,debt_consolidation,11.79,0.417,7,1,rent,668.0,30.0,0
35568,69,131113.0,5.6,10963.0,debt_consolidation,8.48,0.261,5,0,own,751.0,,0
35569,55,102524.0,2.9,13542.0,debt_consolidation,10.56,0.374,4,1,rent,677.0,44.0,0
35570,45,59543.0,12.9,8895.0,other,11.14,0.414,6,1,mortgage,686.0,7.0,0
35571,55,143358.0,5.2,7565.0,car,14.62,0.531,7,0,mortgage,657.0,,0
35572,32,40528.0,1.6,14663.0,medical,10.08,0.386,12,2,own,688.0,1.0,0
35573,42,31644.0,,44257.0,other,11.79,0.51,7,0,rent,,,0
35574,40,30000.0,5.6,20019.0,other,10.51,0.322,6,2,own,798.0,1.0,1
35575,57,104119.0,1.1,18483.0,debt_consolidation,8.23,0.273,4,1,mortgage,726.0,9.0,0
35576,30,46137.0,3.4,13467.0,car,18.26,0.472,5,2,rent,619.0,42.0,1
35577,45,64303.0,8.9,36790.0,medical,11.07,0.403,11,1,own,677.0,61.0,0
35578,62,122077.0,1.7,7604.0,other,12.05,0.303,6,0,own,628.0,,0
35579,30,73169.0,8.1,8059.0,debt_consolidation,7.33,0.043,10,1,mortgage,763.0,64.0,0
35580,26,36163.0,5.5,15909.0,debt_consolidation,9.4,0.134,7,0,rent,736.0,,0
35581,62,154945.0,0.2,21192.0,debt_consolidation,13.89,0.28,8,2,rent,628.0,63.0,1
35582,64,66077.0,1.4,9068.0,car,9.0,0.364,6,0,mortgage,703.0,,0
35583,42,65535.0,2.1,12161.0,debt_consolidation,10.5,0.42,3,1,mortgage,697.0,8.0,0
35584,23,43965.0,8.7,16358.0,debt_consolidation,5.9,0.482,4,0,rent,,,0
35585,48,42113.0,1.4,41349.0,debt_consolidation,10.44,0.433,2,1,mortgage,728.0,19.0,0
35586,35,71993.0,0.7,5984.0,debt_consolidation,11.16,0.226,8,2,rent,658.0,35.0,0
35587,50,36746.0,3.5,23081.0,debt_consolidation,6.29,0.259,5,2,own,736.0,8.0,0
35588,27,59753.0,3.7,28086.0,debt_consolidation,12.49,0.433,8,0,mortgage,653.0,,0
35589,61,151530.0,,51443.0,other,9.63,0.368,3,1,rent,738.0,1.0,0
35590,55,101085.0,4.4,7359.0,car,8.71,0.142,7,0,rent,681.0,,0
35591,53,78196.0,11.1,8334.0,debt_consolidation,9.44,0.211,8,0,mortgage,717.0,,0
35592,46,42004.0,2.4,10385.0,car,10.55,0.419,6,0,mortgage,695.0,,0
35593,32,62106.0,7.5,7107.0,car,8.54,0.326,8,0,rent,709.0,,0
35594,67,53397.0,0.9,32473.0,other,9.61,0.532,1,0,own,747.0,,0
35595,34,123514.0,0.2,20889.0,debt_consolidation,11.51,0.241,4,0,mortgage,638.0,,0
35596,39,53599.0,1.1,17225.0,debt_consolidation,11.71,0.33,6,2,own,692.0,15.0,0
35597,67,53640.0,0.7,21642.0,debt_consolidation,10.67,0.471,4,0,rent,690.0,,0
35598,23,54938.0,7.2,33064.0,medical,7.67,0.271,3,0,rent,711.0,,0
35599,27,43634.0,1.8,3623.0,other,5.69,0.02,5,0,mortgage,768.0,,0
35600,59,81751.0,5.2,21231.0,debt_consolidation,8.29,0.302,4,0,rent,704.0,,0
35601,39,150562.0,19.1,20134.0,debt_consolidation,8.31,0.274,4,0,own,761.0,,0
35602,49,70159.0,,23492.0,debt_consolidation,9.02,0.236,11,0,mortgage,745.0,,0
35603,50,46405.0,1.9,6436.0,debt_consolidation,10.95,0.263,4,1,rent,660.0,13.0,0
35604,62,69482.0,5.3,15148.0,debt_consolidation,9.51,0.385,5,0,mortgage,751.0,,0
35605,52,40082.0,6.0,9023.0,medical,8.57,0.258,5,0,rent,648.0,,0
35606,42,245670.0,2.7,35335.0,other,11.63,0.484,5,0,mortgage,605.0,,0
35607,48,156458.0,2.3,17632.0,debt_consolidation,8.22,0.243,9,0,mortgage,697.0,,0
35608,57,127609.0,6.4,14614.0,car,5.17,0.226,3,0,mortgage,778.0,,0
35609,39,93031.0,9.5,19936.0,debt_consolidation,9.95,0.221,4,1,rent,729.0,81.0,0
35610,29,58245.0,12.8,7879.0,debt_consolidation,11.41,0.329,2,1,mortgage,695.0,6.0,0
35611,45,64215.0,,36490.0,debt_consolidation,11.14,0.35,8,0,rent,701.0,,0
35612,70,70162.0,1.5,36552.0,medical,12.59,0.35,1,1,rent,651.0,29.0,0
35613,26,179718.0,2.5,7296.0,car,8.77,0.269,6,0,own,728.0,,0
35614,29,57550.0,0.5,33529.0,debt_consolidation,13.88,0.4,4,0,rent,662.0,,0
35615,70,60108.0,3.7,45026.0,other,7.3,0.12,8,0,rent,770.0,,0
35616,62,71175.0,8.6,10403.0,debt_consolidation,10.21,0.242,9,1,mortgage,705.0,23.0,0
35617,26,77823.0,10.2,9403.0,debt_consolidation,12.91,0.404,7,1,own,654.0,2.0,0
35618,31,30000.0,33.9,9432.0,car,8.42,0.24,5,0,rent,716.0,,0
